Year,Jurisdiction,Category,Stream,Management,Fate,Tonnes,Core or non-core
"2009-2010","ACT","Plastics","MSW","Landfill","Disposal","6285","Core waste"
"2009-2010","ACT","Plastics","MSW","Recycling","Recycling","1224","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","3512","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","1856","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","10288","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","5436","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","1944","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","1027","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Unclassified materials","C&D","Landfill","Disposal","0","Core waste"
"2009-2010","ACT","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2009-2010","ACT","Unclassified materials","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Unclassified materials","C&I","Landfill","Disposal","0","Core waste"
"2009-2010","ACT","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2009-2010","ACT","Unclassified materials","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Unclassified materials","MSW","Landfill","Disposal","0","Core waste"
"2009-2010","ACT","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2009-2010","ACT","Unclassified materials","MSW","Recycling","Recycling","0","Core waste"
"2009-2010","NSW","Ash","C&I","Other disposal","Long-term storage","3540372.74654075","Non-core waste"
"2009-2010","NSW","Ash","C&I","Recycling","Recycling","2847797.37627208","Non-core waste"
"2009-2010","NSW","Biosolids","C&I","Other disposal","Disposal","83664.6668455044","Core waste"
"2009-2010","NSW","Biosolids","C&I","Recycling","Recycling","330255.263863833","Core waste"
"2009-2010","NSW","Building and demolition materials","C&D","Landfill","Disposal","714303","Core waste"
"2009-2010","NSW","Building and demolition materials","C&D","Recycling","Recycling","3379500","Core waste"
"2009-2010","NSW","Building and demolition materials","C&I","Landfill","Disposal","281891","Core waste"
"2009-2010","NSW","Building and demolition materials","C&I","Recycling","Recycling","712500","Core waste"
"2009-2010","NSW","Building and demolition materials","MSW","Landfill","Disposal","89055","Core waste"
"2009-2010","NSW","Building and demolition materials","MSW","Recycling","Recycling","215000","Core waste"
"2009-2010","NSW","Glass","C&D","Landfill","Disposal","3614","Core waste"
"2009-2010","NSW","Glass","C&D","Recycling","Recycling","10000","Core waste"
"2009-2010","NSW","Glass","C&I","Landfill","Disposal","41656","Core waste"
"2009-2010","NSW","Glass","C&I","Recycling","Recycling","94500","Core waste"
"2009-2010","NSW","Glass","MSW","Landfill","Disposal","94660","Core waste"
"2009-2010","NSW","Glass","MSW","Recycling","Recycling","195000","Core waste"
"2009-2010","NSW","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Hazardous wastes","C&D","Landfill","Disposal","334350.456379548","Core waste"
"2009-2010","NSW","Hazardous wastes","C&D","Other disposal","Disposal","0","Core waste"
"2009-2010","NSW","Hazardous wastes","C&D","Recycling","Recycling","4743.55444020478","Core waste"
"2009-2010","NSW","Hazardous wastes","C&D","Treatment","Disposal","40205.2434528835","Core waste"
"2009-2010","NSW","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2009-2010","NSW","Hazardous wastes","C&D","Treatment","Recycling","86869.9049745224","Core waste"
"2009-2010","NSW","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","27870.9348269525","Core waste"
"2009-2010","NSW","Hazardous wastes","C&I","Landfill","Disposal","280042.32606267","Core waste"
"2009-2010","NSW","Hazardous wastes","C&I","Other disposal","Disposal","2821.96940908923","Core waste"
"2009-2010","NSW","Hazardous wastes","C&I","Recycling","Recycling","130694.896309077","Core waste"
"2009-2010","NSW","Hazardous wastes","C&I","Treatment","Disposal","85205.9297471743","Core waste"
"2009-2010","NSW","Hazardous wastes","C&I","Treatment","Energy recovery","49363.0505827602","Core waste"
"2009-2010","NSW","Hazardous wastes","C&I","Treatment","Recycling","243365.736638568","Core waste"
"2009-2010","NSW","Metals","C&D","Landfill","Disposal","47580","Core waste"
"2009-2010","NSW","Metals","C&D","Recycling","Recycling","857564","Core waste"
"2009-2010","NSW","Metals","C&I","Landfill","Disposal","44509","Core waste"
"2009-2010","NSW","Metals","C&I","Recycling","Recycling","840383","Core waste"
"2009-2010","NSW","Metals","MSW","Landfill","Disposal","63522","Core waste"
"2009-2010","NSW","Metals","MSW","Recycling","Recycling","299436","Core waste"
"2009-2010","NSW","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Organics","C&D","Landfill","Disposal","178625","Core waste"
"2009-2010","NSW","Organics","C&D","Landfill","Energy recovery","25209","Core waste"
"2009-2010","NSW","Organics","C&D","Recycling","Recycling","121000","Core waste"
"2009-2010","NSW","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Organics","C&I","Landfill","Disposal","762295","Core waste"
"2009-2010","NSW","Organics","C&I","Landfill","Energy recovery","163058","Core waste"
"2009-2010","NSW","Organics","C&I","Recycling","Recycling","851500","Core waste"
"2009-2010","NSW","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Organics","MSW","Landfill","Disposal","1199648","Core waste"
"2009-2010","NSW","Organics","MSW","Landfill","Energy recovery","239838","Core waste"
"2009-2010","NSW","Organics","MSW","Recycling","Recycling","685000","Core waste"
"2009-2010","NSW","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Paper & cardboard","C&D","Landfill","Disposal","7344","Core waste"
"2009-2010","NSW","Paper & cardboard","C&D","Landfill","Energy recovery","4903","Core waste"
"2009-2010","NSW","Paper & cardboard","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","NSW","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Paper & cardboard","C&I","Landfill","Disposal","192892","Core waste"
"2009-2010","NSW","Paper & cardboard","C&I","Landfill","Energy recovery","23483","Core waste"
"2009-2010","NSW","Paper & cardboard","C&I","Recycling","Recycling","447723","Core waste"
"2009-2010","NSW","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Paper & cardboard","MSW","Landfill","Disposal","11838","Core waste"
"2009-2010","NSW","Paper & cardboard","MSW","Landfill","Energy recovery","33996","Core waste"
"2009-2010","NSW","Paper & cardboard","MSW","Recycling","Recycling","393053","Core waste"
"2009-2010","NSW","Plastics","C&D","Landfill","Disposal","24693","Core waste"
"2009-2010","NSW","Plastics","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","NSW","Plastics","C&I","Landfill","Disposal","419413","Core waste"
"2009-2010","NSW","Plastics","C&I","Recycling","Recycling","28000","Core waste"
"2009-2010","NSW","Plastics","MSW","Landfill","Disposal","278376","Core waste"
"2009-2010","NSW","Plastics","MSW","Recycling","Recycling","44500","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","8670","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","2302","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","72492","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","38480","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","72500","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","103562","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","10853","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","17000","Core waste"
"2009-2010","NSW","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Unclassified materials","C&D","Landfill","Disposal","10257","Core waste"
"2009-2010","NSW","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2009-2010","NSW","Unclassified materials","C&D","Recycling","Recycling","772000","Core waste"
"2009-2010","NSW","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Unclassified materials","C&I","Landfill","Disposal","158330","Core waste"
"2009-2010","NSW","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2009-2010","NSW","Unclassified materials","C&I","Recycling","Recycling","9500","Core waste"
"2009-2010","NSW","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Unclassified materials","MSW","Landfill","Disposal","73152","Core waste"
"2009-2010","NSW","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2009-2010","NSW","Unclassified materials","MSW","Recycling","Recycling","141500","Core waste"
"2009-2010","NT","Biosolids","C&I","Other disposal","Disposal","1219.08287682778","Core waste"
"2009-2010","NT","Biosolids","C&I","Recycling","Recycling","9630.75472693949","Core waste"
"2009-2010","NT","Building and demolition materials","C&D","Landfill","Disposal","101184","Core waste"
"2009-2010","NT","Building and demolition materials","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Building and demolition materials","C&I","Landfill","Disposal","5294","Core waste"
"2009-2010","NT","Building and demolition materials","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Building and demolition materials","MSW","Landfill","Disposal","4676","Core waste"
"2009-2010","NT","Building and demolition materials","MSW","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Glass","C&D","Landfill","Disposal","396","Core waste"
"2009-2010","NT","Glass","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Glass","C&I","Landfill","Disposal","887","Core waste"
"2009-2010","NT","Glass","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Glass","MSW","Landfill","Disposal","6309","Core waste"
"2009-2010","NT","Glass","MSW","Recycling","Recycling","2766","Core waste"
"2009-2010","NT","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NT","Hazardous wastes","C&D","Landfill","Disposal","5441.78567174727","Core waste"
"2009-2010","NT","Hazardous wastes","C&D","Other disposal","Disposal","2.92174381250287","Core waste"
"2009-2010","NT","Hazardous wastes","C&D","Recycling","Recycling","32.0888135736324","Core waste"
"2009-2010","NT","Hazardous wastes","C&D","Treatment","Disposal","63.5317994242213","Core waste"
"2009-2010","NT","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2009-2010","NT","Hazardous wastes","C&D","Treatment","Recycling","246.998779601982","Core waste"
"2009-2010","NT","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","1246.93956044549","Core waste"
"2009-2010","NT","Hazardous wastes","C&I","Landfill","Disposal","6293.80079062042","Core waste"
"2009-2010","NT","Hazardous wastes","C&I","Other disposal","Disposal","291.564646302078","Core waste"
"2009-2010","NT","Hazardous wastes","C&I","Recycling","Recycling","11819.8375223338","Core waste"
"2009-2010","NT","Hazardous wastes","C&I","Treatment","Disposal","2047.84307557147","Core waste"
"2009-2010","NT","Hazardous wastes","C&I","Treatment","Energy recovery","787.702807109394","Core waste"
"2009-2010","NT","Hazardous wastes","C&I","Treatment","Recycling","4714.44395903652","Core waste"
"2009-2010","NT","Metals","C&D","Landfill","Disposal","4369","Core waste"
"2009-2010","NT","Metals","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Metals","C&I","Landfill","Disposal","987","Core waste"
"2009-2010","NT","Metals","C&I","Recycling","Recycling","360","Core waste"
"2009-2010","NT","Metals","MSW","Landfill","Disposal","4429","Core waste"
"2009-2010","NT","Metals","MSW","Recycling","Recycling","459","Core waste"
"2009-2010","NT","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NT","Organics","C&D","Landfill","Disposal","8961","Core waste"
"2009-2010","NT","Organics","C&D","Landfill","Energy recovery","2120","Core waste"
"2009-2010","NT","Organics","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NT","Organics","C&I","Landfill","Disposal","13335","Core waste"
"2009-2010","NT","Organics","C&I","Landfill","Energy recovery","3333","Core waste"
"2009-2010","NT","Organics","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NT","Organics","MSW","Landfill","Disposal","60613","Core waste"
"2009-2010","NT","Organics","MSW","Landfill","Energy recovery","15013","Core waste"
"2009-2010","NT","Organics","MSW","Recycling","Recycling","4117","Core waste"
"2009-2010","NT","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
